(((12, 3), (13, 5)), 3)
(((1, 3), (10, 4)), 10)
(((10, 5), (1, 1)), 33)
(((7, 5), (14, 5)), 7)
(((12, 3), (4, 4)), 9)
(((16, 4), (7, 4)), 11)
(((6, 1), (1, 1)), 5)
(((7, 3), (3, 1)), 32)
(((15, 3), (14, 5)), 5)
(((7, 5), (3, 1)), 34)
(((14, 5), (10, 4)), 5)FOOD
(((8, 1), (2, 1)), 6)
(((16, 3), (10, 4)), 7)
(((9, 5), (4, 4)), 6)
(((10, 3), (1, 5)), 11)
(((6, 1), (13, 4)), 24)
(((7, 3), (7, 4)), 1)
(((10, 3), (4, 1)), 28)
(((10, 1), (7, 4)), 26)
(((15, 1), (3, 1)), 12)
(((11, 1), (4, 1)), 7)
(((12, 5), (1, 4)), 12)
(((9, 3), (1, 1)), 32)Position
(((1, 5), (2, 1)), 41)FOOD
(((16, 3), (4, 1)), 22)
(((17, 1), (3, 1)), 14)
(((8, 5), (10, 4)), 3)
(((5, 5), (1, 4)), 5)
(((13, 4), (3, 1)), 27)FOOD
(((17, 5), (5, 1)), 18)
(((14, 3), (1, 4)), 14)
(((16, 5), (10, 4)), 9)
(((17, 5), (2, 1)), 21)
(((6, 5), (1, 1)), 37)
(((18, 4), (14, 5)), 11)
(((15, 3), (1, 1)), 26)
(((13, 4), (2, 1)), 28)FOOD
(((4, 4), (1, 5)), 4)FOOD
(((16, 3), (1, 1)), 25)
(((8, 3), (1, 4)), 8)
(((10, 1), (13, 5)), 21)
